shape,base_ms,old_ms,new_ms,speedup_old,speedup_new
128x4096,0.02186367994174361,0.023799360301345586,0.018731840364634992,0.9186667063697281,1.167193373216089
256x4096,0.03525920063257217,0.0404329589754343,0.024279360361397266,0.8720410656562254,1.4522293877491186
1024x4096,0.12200447857379913,0.15599071711301804,0.13576799735426903,0.7821265318333316,0.8986247197522125
2048x8192,0.4822857624292374,0.616222072839737,0.5719808012247085,0.7826492813000341,0.8431852282394465
128x11008,0.04142975926399231,0.053300159573554995,0.03792736068367958,0.7772914677078713,1.0923449066103839
256x13824,0.10765759930014611,0.13405823722481727,0.10913791976869107,0.8030659027658481,0.98643624075223
512x14336,0.21615808218717575,0.2734595164656639,0.2510134418308735,0.7904573407461465,0.8611414616306389
1024x8192,0.24425760000944138,0.3102521613240242,0.2898803189396858,0.7872873438401005,0.8426153279494047
AVG,0.15886452029226347,0.2009393979771994,0.1798398800659925,0.8141982050274107,1.0179713307374403
